ensembl_gene_id	external_gene_id	refseq_mrna
ENSG00000166847	DCTN5	NM_001199011
ENSG00000104671	DCTN6	NM_006571
ENSG00000179958	DCTPP1	NM_024096
ENSG00000043093	DCUN1D1	NM_020640
ENSG00000150401	DCUN1D2	NM_001014283
ENSG00000188215	DCUN1D3	NM_173475
ENSG00000109184	DCUN1D4	NM_001040402
ENSG00000109184	DCUN1D4	NM_015115
ENSG00000137692	DCUN1D5	NM_032299
ENSG00000077279	DCX	NM_000555
ENSG00000077279	DCX	NM_001195553
ENSG00000077279	DCX	NM_178152
ENSG00000077279	DCX	NM_178153
ENSG00000077279	DCX	NM_178151
ENSG00000169738	DCXR	NM_001195218
ENSG00000169738	DCXR	NM_016286
ENSG00000130311	DDA1	NM_024050
ENSG00000153904	DDAH1	NM_001134445
ENSG00000153904	DDAH1	NM_012137
ENSG00000213722	DDAH2	NM_013974
ENSG00000167986	DDB1	NM_001923
ENSG00000134574	DDB2	NM_000107
ENSG00000132437	DDC	NM_001242887
ENSG00000132437	DDC	NM_001242886
ENSG00000132437	DDC	NM_000790
ENSG00000132437	DDC	NM_001242889
ENSG00000132437	DDC	NM_001242888
ENSG00000132437	DDC	NM_001082971
ENSG00000132437	DDC	NM_001242890
ENSG00000178404	DDC8	NM_001243541
ENSG00000178404	DDC8	NM_001243540
ENSG00000100523	DDHD1	NM_001160148
ENSG00000100523	DDHD1	NM_001160147
ENSG00000100523	DDHD1	NM_030637
ENSG00000085788	DDHD2	NM_015214
ENSG00000085788	DDHD2	NM_001164232
ENSG00000170967	DDI1	NM_001001711
ENSG00000197312	DDI2	NM_032341
ENSG00000175197	DDIT3	NM_001195054
ENSG00000175197	DDIT3	NM_001195053
ENSG00000175197	DDIT3	NM_001195055
ENSG00000175197	DDIT3	NM_001195056
ENSG00000175197	DDIT3	NM_004083
ENSG00000175197	DDIT3	NM_001195057
ENSG00000168209	DDIT4	NM_019058
ENSG00000145358	DDIT4L	NM_145244
ENSG00000181418	DDN	NM_015086
ENSG00000203797	DDO	NM_003649
ENSG00000203797	DDO	NM_004032
ENSG00000244038	DDOST	NM_005216
ENSG00000204580	DDR1	NM_013994
ENSG00000204580	DDR1	NM_001202523
ENSG00000204580	DDR1	NM_001202522
ENSG00000204580	DDR1	NM_001202521
ENSG00000204580	DDR1	NM_001954
ENSG00000204580	DDR1	NM_013993
ENSG00000162733	DDR2	NM_001014796
ENSG00000162733	DDR2	NM_006182
ENSG00000198171	DDRGK1	NM_023935
ENSG00000099977	DDT	NM_001084392
ENSG00000099977	DDT	NM_001355
ENSG00000099974	DDTL	NM_001084393
ENSG00000079785	DDX1	NM_004939
ENSG00000178105	DDX10	NM_004398
ENSG00000013573	DDX11	NM_001257145
ENSG00000013573	DDX11	NM_001257144
ENSG00000013573	DDX11	NM_004399
ENSG00000013573	DDX11	NM_152438
ENSG00000013573	DDX11	NM_030653
ENSG00000100201	DDX17	NM_001098504
ENSG00000100201	DDX17	NM_006386
ENSG00000088205	DDX18	NM_006773
ENSG00000168872	DDX19A	NM_018332
ENSG00000157349	DDX19B	NM_001257174
ENSG00000157349	DDX19B	NM_001257172
ENSG00000157349	DDX19B	NM_001257173
ENSG00000157349	DDX19B	NM_007242
ENSG00000157349	DDX19B	NM_001257175
ENSG00000157349	DDX19B	NM_001014449
ENSG00000157349	DDX19B	NM_001014451
ENSG00000064703	DDX20	NM_007204
ENSG00000165732	DDX21	NM_004728
ENSG00000165732	DDX21	NM_001256910
ENSG00000174243	DDX23	NM_004818
ENSG00000089737	DDX24	NM_020414
ENSG00000109832	DDX25	NM_013264
ENSG00000165359	DDX26B	NM_182540
ENSG00000124228	DDX27	NM_017895
ENSG00000182810	DDX28	NM_018380
ENSG00000125485	DDX31	NM_022779
ENSG00000125485	DDX31	NM_138620
ENSG00000123136	DDX39A	NM_005804
ENSG00000198563	DDX39B	NM_080598
ENSG00000198563	DDX39B	NM_004640
ENSG00000215301	DDX3X	NM_001193416
ENSG00000215301	DDX3X	NM_001356
ENSG00000215301	DDX3X	NM_001193417
ENSG00000067048	DDX3Y	NM_004660
ENSG00000067048	DDX3Y	NM_001122665
ENSG00000152670	DDX4	NM_024415
ENSG00000152670	DDX4	NM_001166534
ENSG00000152670	DDX4	NM_001142549
ENSG00000152670	DDX4	NM_001166533
ENSG00000183258	DDX41	NM_016222
ENSG00000198231	DDX42	NM_007372
ENSG00000198231	DDX42	NM_203499
ENSG00000080007	DDX43	NM_018665
ENSG00000145833	DDX46	NM_014829
ENSG00000213782	DDX47	NM_201224
ENSG00000213782	DDX47	NM_016355
ENSG00000105671	DDX49	NM_019070
ENSG00000108654	DDX5	NM_004396
ENSG00000107625	DDX50	NM_024045
ENSG00000185163	DDX51	NM_175066
ENSG00000141141	DDX52	NM_007010
ENSG00000184735	DDX53	NM_182699
ENSG00000123064	DDX54	NM_001111322
ENSG00000123064	DDX54	NM_024072
ENSG00000111364	DDX55	NM_020936
ENSG00000136271	DDX56	NM_019082
ENSG00000136271	DDX56	NM_001257189
ENSG00000107201	DDX58	NM_014314
ENSG00000118197	DDX59	NM_001031725
ENSG00000110367	DDX6	NM_004397
ENSG00000110367	DDX6	NM_001257191
ENSG00000137628	DDX60	NM_017631
ENSG00000181381	DDX60L	NM_001012967
ENSG00000177030	DEAF1	NM_021008
ENSG00000173077	DEC1	NM_017418
ENSG00000104325	DECR1	NM_001359
ENSG00000242612	DECR2	NM_020664
ENSG00000158796	DEDD	NM_032998
ENSG00000158796	DEDD	NM_001039711
ENSG00000158796	DEDD	NM_001039712
ENSG00000160570	DEDD2	NM_001270615
ENSG00000160570	DEDD2	NM_133328
ENSG00000160570	DEDD2	NM_001270614
ENSG00000023892	DEF6	NM_022047
ENSG00000140995	DEF8	NM_001242818
ENSG00000140995	DEF8	NM_001242819
ENSG00000140995	DEF8	NM_207514
ENSG00000140995	DEF8	NM_001242820
ENSG00000140995	DEF8	NM_001242821
ENSG00000140995	DEF8	NM_017702
ENSG00000140995	DEF8	NM_001242822
ENSG00000140995	DEF8	NM_001242817
ENSG00000140995	DEF8	NM_001242816
ENSG00000206047	DEFA1	NM_004084
ENSG00000240247	DEFA1B	NM_001042500
ENSG00000239839	DEFA3	NM_005217
ENSG00000164821	DEFA4	NM_001925
ENSG00000164816	DEFA5	NM_021010
ENSG00000164822	DEFA6	NM_001926
ENSG00000164825	DEFB1	NM_005218
ENSG00000176797	DEFB103A	NM_001081551
ENSG00000177243	DEFB103B	NM_018661
ENSG00000176782	DEFB104A	NM_080389
ENSG00000177023	DEFB104B	NM_001040702
ENSG00000186562	DEFB105A	NM_152250
ENSG00000186599	DEFB105B	NM_001040703
ENSG00000186579	DEFB106A	NM_152251
ENSG00000187082	DEFB106B	NM_001040704
ENSG00000186572	DEFB107A	NM_001037668
ENSG00000198129	DEFB107B	NM_001040705
ENSG00000184276	DEFB108B	NM_001002035
ENSG00000203970	DEFB110	NM_001037728
ENSG00000203970	DEFB110	NM_001037497
ENSG00000180872	DEFB112	NM_001037498
ENSG00000214642	DEFB113	NM_001037729
ENSG00000177684	DEFB114	NM_001037499
ENSG00000215547	DEFB115	NM_001037730
ENSG00000215545	DEFB116	NM_001037731
ENSG00000131068	DEFB118	NM_054112
ENSG00000180483	DEFB119	NM_173460
ENSG00000180483	DEFB119	NM_153289
ENSG00000180483	DEFB119	NM_153323
ENSG00000180483	DEFB119	NM_001271209
ENSG00000204548	DEFB121	NM_001011878
ENSG00000180424	DEFB123	NM_153324
ENSG00000180383	DEFB124	NM_001037500
ENSG00000178591	DEFB125	NM_153325
ENSG00000125788	DEFB126	NM_030931
ENSG00000088782	DEFB127	NM_139074
ENSG00000185982	DEFB128	NM_001037732
ENSG00000125903	DEFB129	NM_080831
ENSG00000233050	DEFB130	NM_001195257
ENSG00000232948	DEFB130	NM_001037804
ENSG00000186146	DEFB131	NM_001242853
ENSG00000186146	DEFB131	NM_001040448
ENSG00000186458	DEFB132	NM_207469
ENSG00000214643	DEFB133	NM_001166478
ENSG00000205882	DEFB134	NM_001033019
ENSG00000205883	DEFB135	NM_001033017
ENSG00000205884	DEFB136	NM_001033018
ENSG00000171711	DEFB4A	NM_004942
ENSG00000177257	DEFB4B	NM_001205266
ENSG00000143753	DEGS1	NM_003676
ENSG00000168350	DEGS2	NM_206918
ENSG00000124795	DEK	NM_003472
ENSG00000124795	DEK	NM_001134709
ENSG00000119522	DENND1A	NM_020946
ENSG00000119522	DENND1A	NM_024820
ENSG00000213047	DENND1B	NM_001195215
ENSG00000213047	DENND1B	NM_144977
ENSG00000205744	DENND1C	NM_024898
ENSG00000146966	DENND2A	NM_015689
ENSG00000175984	DENND2C	NM_198459
ENSG00000175984	DENND2C	NM_001256404
ENSG00000162777	DENND2D	NM_024901
ENSG00000162777	DENND2D	NM_001271833
ENSG00000105339	DENND3	NM_014957
ENSG00000174485	DENND4A	NM_001144823
ENSG00000174485	DENND4A	NM_005848
ENSG00000198837	DENND4B	NM_014856
ENSG00000137145	DENND4C	NM_017925
ENSG00000184014	DENND5A	NM_015213
ENSG00000184014	DENND5A	NM_001243254
ENSG00000170456	DENND5B	NM_144973
ENSG00000174839	DENND6A	NM_152678
ENSG00000205593	DENND6B	NM_001001794
ENSG00000139726	DENR	NM_003677
ENSG00000024526	DEPDC1	NM_001114120
ENSG00000024526	DEPDC1	NM_017779
ENSG00000035499	DEPDC1B	NM_018369
ENSG00000035499	DEPDC1B	NM_001145208
ENSG00000166153	DEPDC4	NM_152317
ENSG00000100150	DEPDC5	NM_001007188
ENSG00000100150	DEPDC5	NM_001242896
ENSG00000100150	DEPDC5	NM_001136029
ENSG00000100150	DEPDC5	NM_001242897
ENSG00000100150	DEPDC5	NM_014662
ENSG00000121690	DEPDC7	NM_001077242
ENSG00000121690	DEPDC7	NM_139160
ENSG00000155792	DEPTOR	NM_022783
ENSG00000023697	DERA	NM_015954
ENSG00000136986	DERL1	NM_024295
ENSG00000136986	DERL1	NM_001134671
ENSG00000072849	DERL2	NM_016041
ENSG00000099958	DERL3	NM_198440
ENSG00000099958	DERL3	NM_001002862
ENSG00000099958	DERL3	NM_001135751
ENSG00000175084	DES	NM_001927
ENSG00000100418	DESI1	NM_015704
ENSG00000121644	DESI2	NM_016076
ENSG00000140543	DET1	NM_017996
ENSG00000140543	DET1	NM_001144074
ENSG00000182108	DEXI	NM_014015
ENSG00000160049	DFFA	NM_004401
ENSG00000160049	DFFA	NM_213566
ENSG00000169598	DFFB	NM_004402
ENSG00000105928	DFNA5	NM_004403
ENSG00000105928	DFNA5	NM_001127453
ENSG00000105928	DFNA5	NM_001127454
ENSG00000095397	DFNB31	NM_001083885
ENSG00000095397	DFNB31	NM_015404
ENSG00000095397	DFNB31	NM_001173425
ENSG00000204311	DFNB59	NM_001042702
ENSG00000185000	DGAT1	NM_012079
ENSG00000062282	DGAT2	NM_032564
ENSG00000062282	DGAT2	NM_001253891
ENSG00000184210	DGAT2L6	NM_198512
ENSG00000100056	DGCR14	NM_022719
ENSG00000070413	DGCR2	NM_005137
ENSG00000070413	DGCR2	NM_001184781
ENSG00000070413	DGCR2	NM_001173534
ENSG00000070413	DGCR2	NM_001173533
ENSG00000183628	DGCR6	NM_005675
ENSG00000128185	DGCR6L	NM_033257
ENSG00000128191	DGCR8	NM_022720
ENSG00000128191	DGCR8	NM_001190326
ENSG00000065357	DGKA	NM_001345
ENSG00000065357	DGKA	NM_201554
ENSG00000065357	DGKA	NM_201444
ENSG00000065357	DGKA	NM_201445
ENSG00000136267	DGKB	NM_145695
ENSG00000136267	DGKB	NM_004080
ENSG00000077044	DGKD	NM_152879
ENSG00000077044	DGKD	NM_003648
ENSG00000153933	DGKE	NM_003647
ENSG00000058866	DGKG	NM_001080745
ENSG00000058866	DGKG	NM_001346
ENSG00000058866	DGKG	NM_001080744
ENSG00000102780	DGKH	NM_178009
ENSG00000102780	DGKH	NM_152910
ENSG00000102780	DGKH	NM_001204504
ENSG00000102780	DGKH	NM_001204505
ENSG00000102780	DGKH	NM_001204506
ENSG00000157680	DGKI	NM_004717
ENSG00000145214	DGKQ	NM_001347
ENSG00000149091	DGKZ	NM_201532
ENSG00000149091	DGKZ	NM_001199266
ENSG00000149091	DGKZ	NM_001199267
ENSG00000149091	DGKZ	NM_003646
ENSG00000149091	DGKZ	NM_001105540
ENSG00000149091	DGKZ	NM_201533
ENSG00000149091	DGKZ	NM_001199268
ENSG00000114956	DGUOK	NM_080916
ENSG00000114956	DGUOK	NM_080918
ENSG00000116133	DHCR24	NM_014762
ENSG00000172893	DHCR7	NM_001163817
ENSG00000172893	DHCR7	NM_001360
ENSG00000117682	DHDDS	NM_001243564
ENSG00000117682	DHDDS	NM_001243565
ENSG00000117682	DHDDS	NM_205861
ENSG00000117682	DHDDS	NM_024887
ENSG00000104808	DHDH	NM_014475
ENSG00000228716	DHFR	NM_000791
ENSG00000178700	DHFRL1	NM_176815
ENSG00000178700	DHFRL1	NM_001195643
ENSG00000139549	DHH	NM_021044
ENSG00000102967	DHODH	NM_001361
ENSG00000095059	DHPS	NM_001930
ENSG00000095059	DHPS	NM_013406
ENSG00000095059	DHPS	NM_001206974
ENSG00000157379	DHRS1	NM_001136050
ENSG00000157379	DHRS1	NM_138452
ENSG00000108272	DHRS11	NM_024308
ENSG00000102796	DHRS12	NM_001270424
ENSG00000102796	DHRS12	NM_024705
ENSG00000102796	DHRS12	NM_001031719
ENSG00000167536	DHRS13	NM_144683
ENSG00000100867	DHRS2	NM_005794
ENSG00000100867	DHRS2	NM_182908
ENSG00000162496	DHRS3	NM_004753
ENSG00000157326	DHRS4	NM_021004
ENSG00000187630	DHRS4L2	NM_198083
ENSG00000100612	DHRS7	NM_016029
ENSG00000109016	DHRS7B	NM_015510
ENSG00000184544	DHRS7C	NM_001105571
ENSG00000184544	DHRS7C	NM_001220493
ENSG00000073737	DHRS9	NM_199204
ENSG00000073737	DHRS9	NM_001142270
ENSG00000073737	DHRS9	NM_005771
ENSG00000073737	DHRS9	NM_001142271
ENSG00000169084	DHRSX	NM_145177
ENSG00000181192	DHTKD1	NM_018706
ENSG00000109606	DHX15	NM_001358
ENSG00000204560	DHX16	NM_003587
ENSG00000204560	DHX16	NM_001164239
ENSG00000067248	DHX29	NM_019030
ENSG00000132153	DHX30	NM_138615
ENSG00000132153	DHX30	NM_014966
ENSG00000089876	DHX32	NM_018180
ENSG00000005100	DHX33	NM_020162
ENSG00000005100	DHX33	NM_001199699
ENSG00000134815	DHX34	NM_014681
ENSG00000101452	DHX35	NM_021931
ENSG00000101452	DHX35	NM_001190809
ENSG00000174953	DHX36	NM_020865
ENSG00000174953	DHX36	NM_001114397
ENSG00000150990	DHX37	NM_032656
ENSG00000140829	DHX38	NM_014003
ENSG00000108406	DHX40	NM_024612
ENSG00000108406	DHX40	NM_001166301
ENSG00000163214	DHX57	NM_198963
ENSG00000108771	DHX58	NM_024119
ENSG00000067596	DHX8	NM_004941
ENSG00000135829	DHX9	NM_001357
ENSG00000184047	DIABLO	NM_019887
ENSG00000184047	DIABLO	NM_001278304
ENSG00000184047	DIABLO	NM_138930
ENSG00000184047	DIABLO	NM_001278342
ENSG00000184047	DIABLO	NM_138929
ENSG00000131504	DIAPH1	NM_001079812
ENSG00000131504	DIAPH1	NM_005219
ENSG00000147202	DIAPH2	NM_006729
ENSG00000147202	DIAPH2	NM_007309
ENSG00000139734	DIAPH3	NM_001258366
ENSG00000139734	DIAPH3	NM_001042517
ENSG00000139734	DIAPH3	NM_001258368
ENSG00000139734	DIAPH3	NM_001258367
ENSG00000139734	DIAPH3	NM_030932
ENSG00000139734	DIAPH3	NM_001258369
ENSG00000100697	DICER1	NM_177438
ENSG00000100697	DICER1	NM_001271282
ENSG00000100697	DICER1	NM_030621
ENSG00000100697	DICER1	NM_001195573
ENSG00000101191	DIDO1	NM_001193369
ENSG00000101191	DIDO1	NM_001193370
ENSG00000101191	DIDO1	NM_022105
ENSG00000101191	DIDO1	NM_080796
ENSG00000101191	DIDO1	NM_033081
ENSG00000101191	DIDO1	NM_080797
ENSG00000117597	DIEXF	NM_014388
ENSG00000086189	DIMT1	NM_014473
ENSG00000211452	DIO1	NM_000792
ENSG00000211452	DIO1	NM_213593
ENSG00000211452	DIO1	NM_001039716
ENSG00000211452	DIO1	NM_001039715
ENSG00000211448	DIO2	NM_001242503
ENSG00000211448	DIO2	NM_001242502
ENSG00000211448	DIO2	NM_013989
ENSG00000211448	DIO2	NM_000793
ENSG00000211448	DIO2	NM_001007023
ENSG00000197406	DIO3	NM_001362
ENSG00000258498	DIO3OS	NR_031649
ENSG00000160305	DIP2A	NM_206889
ENSG00000160305	DIP2A	NM_001146115
ENSG00000160305	DIP2A	NM_206890
ENSG00000160305	DIP2A	NM_206891
ENSG00000160305	DIP2A	NM_001146116
ENSG00000160305	DIP2A	NM_015151
ENSG00000160305	DIP2A	NM_001146114
ENSG00000066084	DIP2B	NM_173602
ENSG00000151240	DIP2C	NM_014974
ENSG00000176490	DIRAS1	NM_145173
ENSG00000165023	DIRAS2	NM_017594
ENSG00000162595	DIRAS3	NM_004675
ENSG00000174325	DIRC1	NM_052952
ENSG00000138463	DIRC2	NM_032839
ENSG00000083520	DIS3	NM_014953
ENSG00000083520	DIS3	NM_001128226
ENSG00000166938	DIS3L	NM_133375
ENSG00000166938	DIS3L	NM_001143688
ENSG00000144535	DIS3L2	NM_001257281
ENSG00000144535	DIS3L2	NM_001257282
ENSG00000144535	DIS3L2	NM_152383
ENSG00000162946	DISC1	NM_001012958
ENSG00000162946	DISC1	NM_001164556
ENSG00000162946	DISC1	NM_001164545
ENSG00000162946	DISC1	NM_001164548
ENSG00000162946	DISC1	NM_001164544
ENSG00000162946	DISC1	NM_001164542
ENSG00000162946	DISC1	NM_001164539
ENSG00000162946	DISC1	NM_001012959
ENSG00000162946	DISC1	NM_001012957
ENSG00000162946	DISC1	NM_001164537
ENSG00000162946	DISC1	NM_018662
ENSG00000162946	DISC1	NM_001164540
ENSG00000162946	DISC1	NM_001164541
ENSG00000162946	DISC1	NM_001164538
ENSG00000162946	DISC1	NM_001164546
ENSG00000162946	DISC1	NM_001164547
ENSG00000154309	DISP1	NM_032890
ENSG00000140323	DISP2	NM_033510
ENSG00000150764	DIXDC1	NM_001278542
ENSG00000150764	DIXDC1	NM_001037954
ENSG00000150764	DIXDC1	NM_033425
ENSG00000130826	DKC1	NM_001142463
ENSG00000130826	DKC1	NM_001363
ENSG00000105520	DKFZP761J1410	NM_001170635
ENSG00000105520	DKFZP761J1410	NM_022737
ENSG00000107984	DKK1	NM_012242
ENSG00000155011	DKK2	NM_014421
ENSG00000050165	DKK3	NM_015881
ENSG00000050165	DKK3	NM_001018057
ENSG00000050165	DKK3	NM_013253
ENSG00000104371	DKK4	NM_014420
ENSG00000104901	DKKL1	NM_014419
ENSG00000104901	DKKL1	NM_001197302
ENSG00000104901	DKKL1	NM_001197301
ENSG00000150768	DLAT	NM_001931
ENSG00000164741	DLC1	NM_182643
ENSG00000164741	DLC1	NM_006094
ENSG00000164741	DLC1	NM_001164271
ENSG00000164741	DLC1	NM_024767
ENSG00000091140	DLD	NM_000108
ENSG00000008226	DLEC1	NM_007337
ENSG00000008226	DLEC1	NM_007335
ENSG00000231607	DLEU2	NR_029485
ENSG00000186047	DLEU7	NM_198989
ENSG00000075711	DLG1	NM_004087
ENSG00000075711	DLG1	NM_001204388
ENSG00000075711	DLG1	NM_001098424
ENSG00000075711	DLG1	NM_001204387
ENSG00000075711	DLG1	NM_001204386
ENSG00000150672	DLG2	NM_001364
ENSG00000150672	DLG2	NM_001142702
ENSG00000150672	DLG2	NM_001142699
ENSG00000150672	DLG2	NM_001142700
ENSG00000150672	DLG2	NM_001206769
ENSG00000082458	DLG3	NM_021120
ENSG00000082458	DLG3	NM_020730
ENSG00000082458	DLG3	NM_001166278
ENSG00000132535	DLG4	NM_001128827
ENSG00000132535	DLG4	NM_001365
ENSG00000151208	DLG5	NM_004747
ENSG00000170579	DLGAP1	NM_001003809
ENSG00000170579	DLGAP1	NM_001242764
ENSG00000170579	DLGAP1	NM_001242763
ENSG00000170579	DLGAP1	NM_004746
ENSG00000170579	DLGAP1	NM_001242762
ENSG00000170579	DLGAP1	NM_001242766
ENSG00000170579	DLGAP1	NM_001242765
ENSG00000170579	DLGAP1	NM_001242761
ENSG00000198010	DLGAP2	NM_004745
ENSG00000116544	DLGAP3	NM_001080418
ENSG00000080845	DLGAP4	NM_183006
ENSG00000080845	DLGAP4	NM_014902
ENSG00000080845	DLGAP4	NM_001042486
ENSG00000126787	DLGAP5	NM_001146015
ENSG00000126787	DLGAP5	NM_014750
ENSG00000185559	DLK1	NM_003836
ENSG00000171462	DLK2	NM_023932
ENSG00000171462	DLK2	NM_206539
ENSG00000198719	DLL1	NM_005618
ENSG00000090932	DLL3	NM_203486
ENSG00000090932	DLL3	NM_016941
ENSG00000128917	DLL4	NM_019074
ENSG00000119689	DLST	NM_001933
ENSG00000144355	DLX1	NM_178120
ENSG00000144355	DLX1	NM_001038493
ENSG00000115844	DLX2	NM_004405
ENSG00000064195	DLX3	NM_005220
ENSG00000108813	DLX4	NM_138281
ENSG00000108813	DLX4	NM_001934
ENSG00000105880	DLX5	NM_005221
ENSG00000006377	DLX6	NM_005222
ENSG00000178028	DMAP1	NM_001034023
ENSG00000178028	DMAP1	NM_001034024
ENSG00000178028	DMAP1	NM_019100
ENSG00000187908	DMBT1	NM_007329
ENSG00000187908	DMBT1	NM_017579
ENSG00000187908	DMBT1	NM_004406
ENSG00000197587	DMBX1	NM_172225
ENSG00000197587	DMBX1	NM_147192
ENSG00000100206	DMC1	NM_007068
ENSG00000198947	DMD	NM_004016
ENSG00000198947	DMD	NM_004011
ENSG00000198947	DMD	NM_004012
ENSG00000198947	DMD	NM_004014
ENSG00000198947	DMD	NM_004010
ENSG00000198947	DMD	NM_004009
ENSG00000198947	DMD	NM_004006
ENSG00000198947	DMD	NM_000109
ENSG00000198947	DMD	NM_004007
ENSG00000198947	DMD	NM_004015
ENSG00000198947	DMD	NM_004021
ENSG00000198947	DMD	NM_004018
ENSG00000198947	DMD	NM_004017
ENSG00000198947	DMD	NM_004022
ENSG00000198947	DMD	NM_004023
ENSG00000198947	DMD	NM_004013
ENSG00000198947	DMD	NM_004020
ENSG00000132837	DMGDH	NM_013391
ENSG00000161249	DMKN	NM_001035516
ENSG00000161249	DMKN	NM_033317
ENSG00000161249	DMKN	NM_001126059
ENSG00000161249	DMKN	NM_001190347
ENSG00000161249	DMKN	NM_001126056
ENSG00000161249	DMKN	NM_001190348
ENSG00000161249	DMKN	NM_001126058
ENSG00000161249	DMKN	NM_001126057
ENSG00000161249	DMKN	NM_001190349
ENSG00000152592	DMP1	NM_004407
ENSG00000152592	DMP1	NM_001079911
ENSG00000104936	DMPK	NM_004409
ENSG00000104936	DMPK	NM_001081563
ENSG00000104936	DMPK	NM_001081560
ENSG00000104936	DMPK	NM_001081562
ENSG00000137090	DMRT1	NM_021951
ENSG00000173253	DMRT2	NM_006557
ENSG00000173253	DMRT2	NM_001130865
ENSG00000173253	DMRT2	NM_181872
ENSG00000064218	DMRT3	NM_021240
ENSG00000176399	DMRTA1	NM_022160
ENSG00000142700	DMRTA2	NM_032110
ENSG00000143006	DMRTB1	NM_033067
ENSG00000159123	DMRTC1	NM_033053
ENSG00000184911	DMRTC1B	NM_001080851
ENSG00000142025	DMRTC2	NM_001040283
ENSG00000135164	DMTF1	NM_001142327
ENSG00000135164	DMTF1	NM_001142326
ENSG00000135164	DMTF1	NM_021145
ENSG00000158856	DMTN	NM_001114139
ENSG00000158856	DMTN	NM_001114135
ENSG00000158856	DMTN	NM_001978
ENSG00000158856	DMTN	NM_001114137
ENSG00000158856	DMTN	NM_001114136
ENSG00000158856	DMTN	NM_001114138
ENSG00000185800	DMWD	NM_004943
ENSG00000172869	DMXL1	NM_005509
ENSG00000104093	DMXL2	NM_001174116
ENSG00000104093	DMXL2	NM_015263
ENSG00000104093	DMXL2	NM_001174117
ENSG00000138346	DNA2	NM_001080449
ENSG00000154099	DNAAF1	NM_178452
ENSG00000165506	DNAAF2	NM_018139
ENSG00000165506	DNAAF2	NM_001083908
ENSG00000167646	DNAAF3	NM_001256714
ENSG00000167646	DNAAF3	NM_001256716
ENSG00000167646	DNAAF3	NM_001256715
ENSG00000167646	DNAAF3	NM_178837
ENSG00000114841	DNAH1	NM_015512
ENSG00000197653	DNAH10	NM_207437
ENSG00000105877	DNAH11	NM_001277115
ENSG00000105877	DNAH11	NM_003777
ENSG00000174844	DNAH12	NM_198564
ENSG00000174844	DNAH12	NM_178504
ENSG00000185842	DNAH14	NM_001145154
ENSG00000185842	DNAH14	NM_001373
ENSG00000185842	DNAH14	NM_144989
ENSG00000187775	DNAH17	NM_173628
ENSG00000183914	DNAH2	NM_020877
ENSG00000158486	DNAH3	NM_017539
ENSG00000039139	DNAH5	NM_001369
ENSG00000115423	DNAH6	NM_001370
ENSG00000118997	DNAH7	NM_018897
ENSG00000124721	DNAH8	NM_001206927
ENSG00000007174	DNAH9	NM_001372
ENSG00000007174	DNAH9	NM_004662
ENSG00000122735	DNAI1	NM_012144
ENSG00000171595	DNAI2	NM_001172810
ENSG00000171595	DNAI2	NM_023036
ENSG00000086061	DNAJA1	NM_001539
ENSG00000069345	DNAJA2	NM_005880
ENSG00000103423	DNAJA3	NM_005147
ENSG00000103423	DNAJA3	NM_001135110
ENSG00000140403	DNAJA4	NM_018602
ENSG00000140403	DNAJA4	NM_001130182
ENSG00000140403	DNAJA4	NM_001130183
ENSG00000132002	DNAJB1	NM_006145
ENSG00000090520	DNAJB11	NM_016306
ENSG00000148719	DNAJB12	NM_001002762
ENSG00000148719	DNAJB12	NM_017626
ENSG00000187726	DNAJB13	NM_153614
ENSG00000164031	DNAJB14	NM_001278310
ENSG00000164031	DNAJB14	NM_001031723
ENSG00000135924	DNAJB2	NM_006736
ENSG00000135924	DNAJB2	NM_001039550
ENSG00000162616	DNAJB4	NM_007034
ENSG00000137094	DNAJB5	NM_001135004
ENSG00000137094	DNAJB5	NM_001135005
ENSG00000137094	DNAJB5	NM_012266
ENSG00000105993	DNAJB6	NM_005494
ENSG00000105993	DNAJB6	NM_058246
ENSG00000172404	DNAJB7	NM_145174
ENSG00000179407	DNAJB8	NM_153330
ENSG00000128590	DNAJB9	NM_012328
ENSG00000136770	DNAJC1	NM_022365
ENSG00000077232	DNAJC10	NM_018981
ENSG00000007923	DNAJC11	NM_018198
ENSG00000108176	DNAJC12	NM_021800
ENSG00000108176	DNAJC12	NM_201262
ENSG00000138246	DNAJC13	NM_015268
ENSG00000135392	DNAJC14	NM_032364
ENSG00000120675	DNAJC15	NM_013238
ENSG00000116138	DNAJC16	NM_015291
ENSG00000104129	DNAJC17	NM_018163
ENSG00000170464	DNAJC18	NM_152686
ENSG00000205981	DNAJC19	NM_145261
ENSG00000205981	DNAJC19	NM_001190233
ENSG00000105821	DNAJC2	NM_001129887
ENSG00000105821	DNAJC2	NM_014377
ENSG00000168724	DNAJC21	NM_194283
ENSG00000168724	DNAJC21	NM_001012339
ENSG00000178401	DNAJC22	NM_024902
ENSG00000170946	DNAJC24	NM_181706
ENSG00000059769	DNAJC25	NM_001015882
ENSG00000244115	DNAJC25-GNG10	NM_004125
ENSG00000115137	DNAJC27	NM_001198559
ENSG00000115137	DNAJC27	NM_016544
ENSG00000177692	DNAJC28	NM_001040192
ENSG00000177692	DNAJC28	NM_017833
ENSG00000102580	DNAJC3	NM_006260
ENSG00000176410	DNAJC30	NM_032317
ENSG00000110011	DNAJC4	NM_005528
ENSG00000101152	DNAJC5	NM_025219
ENSG00000147570	DNAJC5B	NM_033105
ENSG00000163793	DNAJC5G	NM_173650
