ensembl_gene_id	external_gene_id	refseq_mrna
ENSG00000121410	A1BG	NM_130786
ENSG00000148584	A1CF	NM_001198820
ENSG00000148584	A1CF	NM_014576
ENSG00000148584	A1CF	NM_001198818
ENSG00000148584	A1CF	NM_138933
ENSG00000148584	A1CF	NM_138932
ENSG00000148584	A1CF	NM_001198819
ENSG00000175899	A2M	NM_000014
ENSG00000166535	A2ML1	NM_144670
ENSG00000184389	A3GALT2	NM_001080438
ENSG00000128274	A4GALT	NM_017436
ENSG00000118017	A4GNT	NM_016161
ENSG00000094914	AAAS	NM_015665
ENSG00000094914	AAAS	NM_001173466
ENSG00000081760	AACS	NM_023928
ENSG00000114771	AADAC	NM_001086
ENSG00000197953	AADACL2	NM_207365
ENSG00000188984	AADACL3	NM_001103169
ENSG00000188984	AADACL3	NM_001103170
ENSG00000204518	AADACL4	NM_001013630
ENSG00000109576	AADAT	NM_016228
ENSG00000109576	AADAT	NM_182662
ENSG00000158122	AAED1	NM_153698
ENSG00000103591	AAGAB	NM_001271885
ENSG00000103591	AAGAB	NM_001271886
ENSG00000103591	AAGAB	NM_024666
ENSG00000115977	AAK1	NM_014911
ENSG00000087884	AAMDC	NM_024684
ENSG00000127837	AAMP	NM_001087
ENSG00000129673	AANAT	NM_001166579
ENSG00000129673	AANAT	NM_001088
ENSG00000131043	AAR2	NM_001271874
ENSG00000131043	AAR2	NM_015511
ENSG00000205002	AARD	NM_001025357
ENSG00000090861	AARS	NM_001605
ENSG00000124608	AARS2	NM_020745
ENSG00000266967	AARSD1	NM_001261434
ENSG00000157426	AASDH	NM_181806
ENSG00000149313	AASDHPPT	NM_015423
ENSG00000008311	AASS	NM_005763
ENSG00000108270	AATF	NM_012138
ENSG00000181409	AATK	NM_001080395
ENSG00000181409	AATK	NM_004920
ENSG00000183044	ABAT	NM_020686
ENSG00000183044	ABAT	NM_001127448
ENSG00000183044	ABAT	NM_000663
ENSG00000165029	ABCA1	NM_005502
ENSG00000154263	ABCA10	NM_080282
ENSG00000144452	ABCA12	NM_173076
ENSG00000144452	ABCA12	NM_015657
ENSG00000179869	ABCA13	NM_152701
ENSG00000107331	ABCA2	NM_001606
ENSG00000107331	ABCA2	NM_212533
ENSG00000167972	ABCA3	NM_001089
ENSG00000198691	ABCA4	NM_000350
ENSG00000154265	ABCA5	NM_018672
ENSG00000154265	ABCA5	NM_172232
ENSG00000154262	ABCA6	NM_080284
ENSG00000064687	ABCA7	NM_019112
ENSG00000141338	ABCA8	NM_007168
ENSG00000154258	ABCA9	NM_080283
ENSG00000085563	ABCB1	NM_000927
ENSG00000135776	ABCB10	NM_012089
ENSG00000073734	ABCB11	NM_003742
ENSG00000005471	ABCB4	NM_018849
ENSG00000005471	ABCB4	NM_000443
ENSG00000005471	ABCB4	NM_018850
ENSG00000004846	ABCB5	NM_001163941
ENSG00000004846	ABCB5	NM_001163942
ENSG00000004846	ABCB5	NM_001163993
ENSG00000004846	ABCB5	NM_178559
ENSG00000115657	ABCB6	NM_005689
ENSG00000131269	ABCB7	NM_001271696
ENSG00000131269	ABCB7	NM_004299
ENSG00000131269	ABCB7	NM_001271697
ENSG00000131269	ABCB7	NM_001271699
ENSG00000131269	ABCB7	NM_001271698
ENSG00000197150	ABCB8	NM_007188
ENSG00000150967	ABCB9	NM_001243014
ENSG00000150967	ABCB9	NM_203444
ENSG00000150967	ABCB9	NM_019625
ENSG00000150967	ABCB9	NM_001243013
ENSG00000150967	ABCB9	NM_019624
ENSG00000103222	ABCC1	NM_004996
ENSG00000124574	ABCC10	NM_001198934
ENSG00000124574	ABCC10	NM_033450
ENSG00000121270	ABCC11	NM_145186
ENSG00000121270	ABCC11	NM_033151
ENSG00000121270	ABCC11	NM_032583
ENSG00000140798	ABCC12	NM_033226
ENSG00000023839	ABCC2	NM_000392
ENSG00000108846	ABCC3	NM_001144070
ENSG00000108846	ABCC3	NM_003786
ENSG00000125257	ABCC4	NM_005845
ENSG00000125257	ABCC4	NM_001105515
ENSG00000114770	ABCC5	NM_005688
ENSG00000114770	ABCC5	NM_001023587
ENSG00000091262	ABCC6	NM_001171
ENSG00000091262	ABCC6	NM_001079528
ENSG00000006071	ABCC8	NM_000352
ENSG00000069431	ABCC9	NM_020297
ENSG00000069431	ABCC9	NM_005691
ENSG00000101986	ABCD1	NM_000033
ENSG00000173208	ABCD2	NM_005164
ENSG00000117528	ABCD3	NM_002858
ENSG00000117528	ABCD3	NM_001122674
ENSG00000119688	ABCD4	NM_005050
ENSG00000164163	ABCE1	NM_001040876
ENSG00000164163	ABCE1	NM_002940
ENSG00000204574	ABCF1	NM_001025091
ENSG00000204574	ABCF1	NM_001090
ENSG00000033050	ABCF2	NM_005692
ENSG00000033050	ABCF2	NM_007189
ENSG00000161204	ABCF3	NM_018358
ENSG00000160179	ABCG1	NM_207627
ENSG00000160179	ABCG1	NM_207628
ENSG00000160179	ABCG1	NM_207629
ENSG00000160179	ABCG1	NM_016818
ENSG00000160179	ABCG1	NM_004915
ENSG00000160179	ABCG1	NM_207174
ENSG00000118777	ABCG2	NM_001257386
ENSG00000118777	ABCG2	NM_004827
ENSG00000172350	ABCG4	NM_022169
ENSG00000172350	ABCG4	NM_001142505
ENSG00000138075	ABCG5	NM_022436
ENSG00000143921	ABCG8	NM_022437
ENSG00000143994	ABHD1	NM_032604
ENSG00000144827	ABHD10	NM_018394
ENSG00000106077	ABHD11	NM_148913
ENSG00000106077	ABHD11	NM_148912
ENSG00000106077	ABHD11	NM_001145364
ENSG00000100997	ABHD12	NM_015600
ENSG00000100997	ABHD12	NM_001042472
ENSG00000131969	ABHD12B	NM_181814
ENSG00000131969	ABHD12B	NM_001206673
ENSG00000139826	ABHD13	NM_032859
ENSG00000248487	ABHD14A	NM_015407
ENSG00000114779	ABHD14B	NM_032750
ENSG00000168792	ABHD15	NM_198147
ENSG00000204427	ABHD16A	NM_021160
ENSG00000204427	ABHD16A	NM_001177515
ENSG00000183260	ABHD16B	NM_080622
ENSG00000129968	ABHD17A	NM_001130111
ENSG00000129968	ABHD17A	NM_031213
ENSG00000107362	ABHD17B	NM_016014
ENSG00000107362	ABHD17B	NM_001025780
ENSG00000136379	ABHD17C	NM_021214
ENSG00000140526	ABHD2	NM_152924
ENSG00000140526	ABHD2	NM_007011
ENSG00000158201	ABHD3	NM_138340
ENSG00000100439	ABHD4	NM_022060
ENSG00000011198	ABHD5	NM_016006
ENSG00000163686	ABHD6	NM_020676
ENSG00000127220	ABHD8	NM_024527
ENSG00000136754	ABI1	NM_005470
ENSG00000136754	ABI1	NM_001178122
ENSG00000136754	ABI1	NM_001178119
ENSG00000136754	ABI1	NM_001012750
ENSG00000136754	ABI1	NM_001012752
ENSG00000136754	ABI1	NM_001178121
ENSG00000136754	ABI1	NM_001012751
ENSG00000136754	ABI1	NM_001178120
ENSG00000136754	ABI1	NM_001178123
ENSG00000136754	ABI1	NM_001178116
ENSG00000136754	ABI1	NM_001178124
ENSG00000136754	ABI1	NM_001178125
ENSG00000138443	ABI2	NM_005759
ENSG00000108798	ABI3	NM_001135186
ENSG00000108798	ABI3	NM_016428
ENSG00000154175	ABI3BP	NM_015429
ENSG00000097007	ABL1	NM_007313
ENSG00000097007	ABL1	NM_005157
ENSG00000143322	ABL2	NM_001168236
ENSG00000143322	ABL2	NM_001168238
ENSG00000143322	ABL2	NM_007314
ENSG00000143322	ABL2	NM_001168237
ENSG00000143322	ABL2	NM_005158
ENSG00000143322	ABL2	NM_001136000
ENSG00000143322	ABL2	NM_001136001
ENSG00000143322	ABL2	NM_001168239
ENSG00000099204	ABLIM1	NM_006720
ENSG00000099204	ABLIM1	NM_002313
ENSG00000099204	ABLIM1	NM_001003407
ENSG00000099204	ABLIM1	NM_001003408
ENSG00000163995	ABLIM2	NM_001130087
ENSG00000163995	ABLIM2	NM_001130083
ENSG00000163995	ABLIM2	NM_001130084
ENSG00000163995	ABLIM2	NM_001130085
ENSG00000163995	ABLIM2	NM_032432
ENSG00000163995	ABLIM2	NM_001130086
ENSG00000163995	ABLIM2	NM_001130088
ENSG00000173210	ABLIM3	NM_014945
ENSG00000159842	ABR	NM_021962
ENSG00000159842	ABR	NM_001159746
ENSG00000159842	ABR	NM_001092
ENSG00000159842	ABR	NM_001256847
ENSG00000174429	ABRA	NM_139166
ENSG00000146386	ABRACL	NM_021243
ENSG00000146109	ABT1	NM_013375
ENSG00000114626	ABTB1	NM_032548
ENSG00000114626	ABTB1	NM_172027
ENSG00000166016	ABTB2	NM_145804
ENSG00000234469	AC002365.1	NM_001195081
ENSG00000005189	AC004381.6	NM_030941
ENSG00000005189	AC004381.6	NM_001199053
ENSG00000005189	AC004381.6	NM_001144924
ENSG00000267757	AC006132.1	NM_001242348
ENSG00000269855	AC012313.1	NM_001195135
ENSG00000060971	ACAA1	NM_001607
ENSG00000060971	ACAA1	NM_001130410
ENSG00000167315	ACAA2	NM_006111
ENSG00000132142	ACACA	NM_198839
ENSG00000132142	ACACA	NM_198834
ENSG00000132142	ACACA	NM_198837
ENSG00000132142	ACACA	NM_198836
ENSG00000132142	ACACA	NM_198838
ENSG00000076555	ACACB	NM_001093
ENSG00000111271	ACAD10	NM_001136538
ENSG00000111271	ACAD10	NM_025247
ENSG00000240303	ACAD11	NM_032169
ENSG00000151498	ACAD8	NM_014384
ENSG00000177646	ACAD9	NM_014049
ENSG00000115361	ACADL	NM_001608
ENSG00000117054	ACADM	NM_001127328
ENSG00000117054	ACADM	NM_000016
ENSG00000122971	ACADS	NM_000017
ENSG00000196177	ACADSB	NM_001609
ENSG00000072778	ACADVL	NM_001270447
ENSG00000072778	ACADVL	NM_000018
ENSG00000072778	ACADVL	NM_001270448
ENSG00000072778	ACADVL	NM_001033859
ENSG00000157766	ACAN	NM_001135
ENSG00000157766	ACAN	NM_013227
ENSG00000072818	ACAP1	NM_014716
ENSG00000114331	ACAP2	NM_012287
ENSG00000131584	ACAP3	NM_030649
ENSG00000075239	ACAT1	NM_000019
ENSG00000120437	ACAT2	NM_005891
ENSG00000182827	ACBD3	NM_022735
ENSG00000181513	ACBD4	NM_001135706
ENSG00000181513	ACBD4	NM_024722
ENSG00000181513	ACBD4	NM_001135707
ENSG00000181513	ACBD4	NM_001135705
ENSG00000181513	ACBD4	NM_001135704
ENSG00000107897	ACBD5	NM_145698
ENSG00000107897	ACBD5	NM_001271512
ENSG00000107897	ACBD5	NM_001042473
ENSG00000135847	ACBD6	NM_032360
ENSG00000176244	ACBD7	NM_001039844
ENSG00000110455	ACCS	NM_001127219
ENSG00000110455	ACCS	NM_032592
ENSG00000205126	ACCSL	NM_001031854
ENSG00000102977	ACD	NM_001082486
ENSG00000102977	ACD	NM_022914
ENSG00000102977	ACD	NM_001082487
ENSG00000159640	ACE	NM_000789
ENSG00000159640	ACE	NM_152830
ENSG00000159640	ACE	NM_001178057
ENSG00000130234	ACE2	NM_021804
ENSG00000167769	ACER1	NM_133492
ENSG00000177076	ACER2	NM_001010887
ENSG00000078124	ACER3	NM_018367
ENSG00000087085	ACHE	NM_000665
ENSG00000087085	ACHE	NM_015831
ENSG00000100813	ACIN1	NM_001164816
ENSG00000100813	ACIN1	NM_001164817
ENSG00000100813	ACIN1	NM_014977
ENSG00000100813	ACIN1	NM_001164814
ENSG00000100813	ACIN1	NM_001164815
ENSG00000144648	ACKR2	NM_001296
ENSG00000144476	ACKR3	NM_020311
ENSG00000129048	ACKR4	NM_178445
ENSG00000129048	ACKR4	NM_016557
ENSG00000121797	ACKR5	NM_003965
ENSG00000121797	ACKR5	NM_001130910
ENSG00000091622	ACKR6	NM_001165966
ENSG00000091622	ACKR6	NM_031220
ENSG00000131473	ACLY	NM_001096
ENSG00000131473	ACLY	NM_198830
ENSG00000153086	ACMSD	NM_138326
ENSG00000196636	ACN9	NM_020186
ENSG00000122729	ACO1	NM_002197
ENSG00000122729	ACO1	NM_001278352
ENSG00000100412	ACO2	NM_001098
ENSG00000184227	ACOT1	NM_001037161
ENSG00000162390	ACOT11	NM_147161
ENSG00000162390	ACOT11	NM_015547
ENSG00000172497	ACOT12	NM_130767
ENSG00000112304	ACOT13	NM_018473
ENSG00000112304	ACOT13	NM_001160094
ENSG00000119673	ACOT2	NM_006821
ENSG00000177465	ACOT4	NM_152331
ENSG00000205669	ACOT6	NM_001037162
ENSG00000097021	ACOT7	NM_181866
ENSG00000097021	ACOT7	NM_181865
ENSG00000097021	ACOT7	NM_181864
ENSG00000097021	ACOT7	NM_007274
ENSG00000101473	ACOT8	NM_005469
ENSG00000123130	ACOT9	NM_001037171
ENSG00000123130	ACOT9	NM_001033583
ENSG00000161533	ACOX1	NM_004035
ENSG00000161533	ACOX1	NM_007292
ENSG00000161533	ACOX1	NM_001185039
ENSG00000168306	ACOX2	NM_003500
ENSG00000087008	ACOX3	NM_003501
ENSG00000087008	ACOX3	NM_001101667
ENSG00000153093	ACOXL	NM_001142807
ENSG00000143727	ACP1	NM_007099
ENSG00000143727	ACP1	NM_004300
ENSG00000143727	ACP1	NM_001040649
ENSG00000134575	ACP2	NM_001610
ENSG00000134575	ACP2	NM_001131064
ENSG00000102575	ACP5	NM_001111035
ENSG00000102575	ACP5	NM_001111036
ENSG00000102575	ACP5	NM_001111034
ENSG00000102575	ACP5	NM_001611
ENSG00000162836	ACP6	NM_016361
ENSG00000155893	ACPL2	NM_001037172
ENSG00000155893	ACPL2	NM_152282
ENSG00000014257	ACPP	NM_001099
ENSG00000014257	ACPP	NM_001134194
ENSG00000142513	ACPT	NM_033068
ENSG00000100312	ACR	NM_001097
ENSG00000111644	ACRBP	NM_032489
ENSG00000147174	ACRC	NM_052957
ENSG00000134940	ACRV1	NM_001612
ENSG00000134940	ACRV1	NM_020069
ENSG00000134940	ACRV1	NM_020107
ENSG00000134940	ACRV1	NM_020108
ENSG00000103740	ACSBG1	NM_015162
ENSG00000103740	ACSBG1	NM_001199377
ENSG00000130377	ACSBG2	NM_030924
ENSG00000167107	ACSF2	NM_025149
ENSG00000176715	ACSF3	NM_001243279
ENSG00000176715	ACSF3	NM_001127214
ENSG00000176715	ACSF3	NM_174917
ENSG00000151726	ACSL1	NM_001995
ENSG00000123983	ACSL3	NM_004457
ENSG00000123983	ACSL3	NM_203372
ENSG00000068366	ACSL4	NM_004458
ENSG00000068366	ACSL4	NM_022977
ENSG00000197142	ACSL5	NM_203379
ENSG00000197142	ACSL5	NM_016234
ENSG00000197142	ACSL5	NM_203380
ENSG00000164398	ACSL6	NM_001009185
ENSG00000164398	ACSL6	NM_001205251
ENSG00000164398	ACSL6	NM_001205247
ENSG00000164398	ACSL6	NM_015256
ENSG00000164398	ACSL6	NM_001205250
ENSG00000164398	ACSL6	NM_001205248
ENSG00000166743	ACSM1	NM_052956
ENSG00000183747	ACSM2A	NM_001010845
ENSG00000066813	ACSM2B	NM_001105069
ENSG00000066813	ACSM2B	NM_182617
ENSG00000005187	ACSM3	NM_005622
ENSG00000005187	ACSM3	NM_202000
ENSG00000215009	ACSM4	NM_001080454
ENSG00000183549	ACSM5	NM_017888
ENSG00000154930	ACSS1	NM_032501
ENSG00000154930	ACSS1	NM_001252675
ENSG00000154930	ACSS1	NM_001252677
ENSG00000154930	ACSS1	NM_001252676
ENSG00000131069	ACSS2	NM_018677
ENSG00000131069	ACSS2	NM_001076552
ENSG00000131069	ACSS2	NM_001242393
ENSG00000111058	ACSS3	NM_024560
ENSG00000143632	ACTA1	NM_001100
ENSG00000107796	ACTA2	NM_001613
ENSG00000107796	ACTA2	NM_001141945
ENSG00000075624	ACTB	NM_001101
ENSG00000169067	ACTBL2	NM_001017992
ENSG00000159251	ACTC1	NM_005159
ENSG00000184009	ACTG1	NM_001614
ENSG00000184009	ACTG1	NM_001199954
ENSG00000163017	ACTG2	NM_001199893
ENSG00000163017	ACTG2	NM_001615
ENSG00000182584	ACTL10	NM_001024675
ENSG00000136518	ACTL6A	NM_004301
ENSG00000136518	ACTL6A	NM_177989
ENSG00000136518	ACTL6A	NM_178042
ENSG00000077080	ACTL6B	NM_016188
ENSG00000187003	ACTL7A	NM_006687
ENSG00000148156	ACTL7B	NM_006686
ENSG00000117148	ACTL8	NM_030812
ENSG00000181786	ACTL9	NM_178525
ENSG00000072110	ACTN1	NM_001102
ENSG00000072110	ACTN1	NM_001130004
ENSG00000072110	ACTN1	NM_001130005
ENSG00000077522	ACTN2	NM_001278343
ENSG00000077522	ACTN2	NM_001103
ENSG00000248746	ACTN3	NM_001258371
ENSG00000248746	ACTN3	NM_001104
ENSG00000130402	ACTN4	NM_004924
ENSG00000131966	ACTR10	NM_018477
ENSG00000138107	ACTR1A	NM_005736
ENSG00000115073	ACTR1B	NM_005735
ENSG00000138071	ACTR2	NM_005722
ENSG00000138071	ACTR2	NM_001005386
ENSG00000115091	ACTR3	NM_001277140
ENSG00000115091	ACTR3	NM_005721
ENSG00000133627	ACTR3B	NM_001040135
ENSG00000133627	ACTR3B	NM_020445
ENSG00000106526	ACTR3C	NM_001164459
ENSG00000106526	ACTR3C	NM_001164458
ENSG00000101442	ACTR5	NM_024855
ENSG00000075089	ACTR6	NM_022496
ENSG00000113812	ACTR8	NM_022899
ENSG00000123165	ACTRT1	NM_138289
ENSG00000169717	ACTRT2	NM_080431
ENSG00000184378	ACTRT3	NM_032487
ENSG00000115170	ACVR1	NM_001105
ENSG00000115170	ACVR1	NM_001111067
ENSG00000135503	ACVR1B	NM_004302
ENSG00000135503	ACVR1B	NM_020328
ENSG00000135503	ACVR1B	NM_020327
ENSG00000123612	ACVR1C	NM_145259
ENSG00000123612	ACVR1C	NM_001111031
ENSG00000123612	ACVR1C	NM_001111033
ENSG00000123612	ACVR1C	NM_001111032
ENSG00000121989	ACVR2A	NM_001278579
ENSG00000121989	ACVR2A	NM_001278580
ENSG00000121989	ACVR2A	NM_001616
ENSG00000114739	ACVR2B	NM_001106
ENSG00000139567	ACVRL1	NM_000020
ENSG00000139567	ACVRL1	NM_001077401
ENSG00000243989	ACY1	NM_001198897
ENSG00000243989	ACY1	NM_001198898
ENSG00000243989	ACY1	NM_001198896
ENSG00000243989	ACY1	NM_001198895
ENSG00000243989	ACY1	NM_000666
ENSG00000132744	ACY3	NM_080658
ENSG00000119640	ACYP1	NM_001107
ENSG00000119640	ACYP1	NM_203488
ENSG00000170634	ACYP2	NM_138448
ENSG00000196839	ADA	NM_000022
ENSG00000164113	ADAD1	NM_139243
ENSG00000164113	ADAD1	NM_001159285
ENSG00000164113	ADAD1	NM_001159295
ENSG00000140955	ADAD2	NM_139174
ENSG00000140955	ADAD2	NM_001145400
ENSG00000168803	ADAL	NM_001159280
ENSG00000168803	ADAL	NM_001012969
ENSG00000137845	ADAM10	NM_001110
ENSG00000073670	ADAM11	NM_002390
ENSG00000148848	ADAM12	NM_003474
ENSG00000148848	ADAM12	NM_021641
ENSG00000143537	ADAM15	NM_207197
ENSG00000143537	ADAM15	NM_207196
ENSG00000143537	ADAM15	NM_207195
ENSG00000143537	ADAM15	NM_207191
ENSG00000143537	ADAM15	NM_001261465
ENSG00000143537	ADAM15	NM_207194
ENSG00000143537	ADAM15	NM_001261464
ENSG00000143537	ADAM15	NM_003815
ENSG00000143537	ADAM15	NM_001261466
ENSG00000151694	ADAM17	NM_003183
ENSG00000168619	ADAM18	NM_014237
ENSG00000168619	ADAM18	NM_001190956
ENSG00000135074	ADAM19	NM_033274
ENSG00000104755	ADAM2	NM_001278113
ENSG00000104755	ADAM2	NM_001464
ENSG00000104755	ADAM2	NM_001278114
ENSG00000134007	ADAM20	NM_003814
ENSG00000139985	ADAM21	NM_003813
ENSG00000008277	ADAM22	NM_016351
ENSG00000008277	ADAM22	NM_021723
ENSG00000008277	ADAM22	NM_021721
ENSG00000008277	ADAM22	NM_004194
ENSG00000008277	ADAM22	NM_021722
ENSG00000114948	ADAM23	NM_003812
ENSG00000042980	ADAM28	NM_014265
ENSG00000042980	ADAM28	NM_021777
ENSG00000168594	ADAM29	NM_001130704
ENSG00000168594	ADAM29	NM_001130705
ENSG00000168594	ADAM29	NM_001278125
ENSG00000168594	ADAM29	NM_014269
ENSG00000168594	ADAM29	NM_001278127
ENSG00000168594	ADAM29	NM_001130703
ENSG00000134249	ADAM30	NM_021794
ENSG00000197140	ADAM32	NM_145004
ENSG00000149451	ADAM33	NM_025220
ENSG00000149451	ADAM33	NM_153202
ENSG00000069206	ADAM7	NM_003817
ENSG00000151651	ADAM8	NM_001109
ENSG00000151651	ADAM8	NM_001164489
ENSG00000151651	ADAM8	NM_001164490
ENSG00000168615	ADAM9	NM_003816
ENSG00000134028	ADAMDEC1	NM_014479
ENSG00000134028	ADAMDEC1	NM_001145272
ENSG00000134028	ADAMDEC1	NM_001145271
ENSG00000154734	ADAMTS1	NM_006988
ENSG00000142303	ADAMTS10	NM_030957
ENSG00000151388	ADAMTS12	NM_030955
ENSG00000160323	ADAMTS13	NM_139027
ENSG00000160323	ADAMTS13	NM_139025
ENSG00000160323	ADAMTS13	NM_139026
ENSG00000138316	ADAMTS14	NM_139155
ENSG00000138316	ADAMTS14	NM_080722
ENSG00000166106	ADAMTS15	NM_139055
ENSG00000145536	ADAMTS16	NM_139056
ENSG00000140470	ADAMTS17	NM_139057
ENSG00000140873	ADAMTS18	NM_199355
ENSG00000145808	ADAMTS19	NM_133638
ENSG00000087116	ADAMTS2	NM_014244
ENSG00000087116	ADAMTS2	NM_021599
ENSG00000173157	ADAMTS20	NM_025003
ENSG00000156140	ADAMTS3	NM_014243
ENSG00000158859	ADAMTS4	NM_005099
ENSG00000154736	ADAMTS5	NM_007038
ENSG00000049192	ADAMTS6	NM_197941
ENSG00000136378	ADAMTS7	NM_014272
ENSG00000134917	ADAMTS8	NM_007037
ENSG00000163638	ADAMTS9	NM_182920
ENSG00000178031	ADAMTSL1	NM_001040272
ENSG00000178031	ADAMTSL1	NM_052866
ENSG00000197859	ADAMTSL2	NM_001145320
ENSG00000197859	ADAMTSL2	NM_014694
ENSG00000156218	ADAMTSL3	NM_207517
ENSG00000143382	ADAMTSL4	NM_025008
ENSG00000143382	ADAMTSL4	NM_019032
ENSG00000185761	ADAMTSL5	NM_213604
ENSG00000105963	ADAP1	NM_006869
ENSG00000184060	ADAP2	NM_018404
ENSG00000160710	ADAR	NM_015840
ENSG00000160710	ADAR	NM_015841
ENSG00000160710	ADAR	NM_001111
ENSG00000160710	ADAR	NM_001193495
ENSG00000160710	ADAR	NM_001025107
ENSG00000197381	ADARB1	NM_015834
ENSG00000197381	ADARB1	NM_001112
ENSG00000197381	ADARB1	NM_001160230
ENSG00000197381	ADARB1	NM_015833
ENSG00000185736	ADARB2	NM_018702
ENSG00000065457	ADAT1	NM_012091
ENSG00000189007	ADAT2	NM_182503
ENSG00000213638	ADAT3	NM_138422
ENSG00000142920	ADC	NM_052998
ENSG00000063761	ADCK1	NM_020421
ENSG00000063761	ADCK1	NM_001142545
ENSG00000133597	ADCK2	NM_052853
ENSG00000163050	ADCK3	NM_020247
ENSG00000123815	ADCK4	NM_024876
ENSG00000123815	ADCK4	NM_001142555
ENSG00000173137	ADCK5	NM_174922
ENSG00000164742	ADCY1	NM_021116
ENSG00000143199	ADCY10	NM_018417
ENSG00000143199	ADCY10	NM_001167749
ENSG00000078295	ADCY2	NM_020546
ENSG00000138031	ADCY3	NM_004036
ENSG00000129467	ADCY4	NM_001198568
ENSG00000129467	ADCY4	NM_001198592
ENSG00000129467	ADCY4	NM_139247
ENSG00000173175	ADCY5	NM_183357
ENSG00000173175	ADCY5	NM_001199642
ENSG00000174233	ADCY6	NM_020983
ENSG00000174233	ADCY6	NM_015270
ENSG00000121281	ADCY7	NM_001114
ENSG00000155897	ADCY8	NM_001115
ENSG00000162104	ADCY9	NM_001116
ENSG00000141433	ADCYAP1	NM_001099733
ENSG00000141433	ADCYAP1	NM_001117
ENSG00000078549	ADCYAP1R1	NM_001118
ENSG00000078549	ADCYAP1R1	NM_001199635
ENSG00000078549	ADCYAP1R1	NM_001199636
ENSG00000078549	ADCYAP1R1	NM_001199637
ENSG00000087274	ADD1	NM_014189
ENSG00000087274	ADD1	NM_001119
ENSG00000087274	ADD1	NM_014190
ENSG00000087274	ADD1	NM_176801
ENSG00000075340	ADD2	NM_001617
ENSG00000075340	ADD2	NM_001185054
ENSG00000075340	ADD2	NM_017488
ENSG00000075340	ADD2	NM_017482
ENSG00000075340	ADD2	NM_001185055
ENSG00000148700	ADD3	NM_019903
ENSG00000148700	ADD3	NM_016824
ENSG00000148700	ADD3	NM_001121
ENSG00000118492	ADGB	NM_024694
ENSG00000187758	ADH1A	NM_000667
ENSG00000196616	ADH1B	NM_000668
ENSG00000248144	ADH1C	NM_000669
ENSG00000198099	ADH4	NM_000670
ENSG00000197894	ADH5	NM_000671
ENSG00000172955	ADH6	NM_001102470
ENSG00000172955	ADH6	NM_000672
ENSG00000196344	ADH7	NM_001166504
ENSG00000196344	ADH7	NM_000673
ENSG00000147576	ADHFE1	NM_144650
ENSG00000182551	ADI1	NM_018269
ENSG00000182035	ADIG	NM_001018082
ENSG00000181092	ADIPOQ	NM_004797
ENSG00000181092	ADIPOQ	NM_001177800
ENSG00000159346	ADIPOR1	NM_015999
ENSG00000006831	ADIPOR2	NM_024551
ENSG00000148671	ADIRF	NM_006829
ENSG00000156110	ADK	NM_006721
ENSG00000156110	ADK	NM_001202449
ENSG00000156110	ADK	NM_001123
ENSG00000156110	ADK	NM_001202450
ENSG00000148926	ADM	NM_001124
ENSG00000128165	ADM2	NM_001253845
ENSG00000128165	ADM2	NM_024866
ENSG00000224420	ADM5	NM_001101340
ENSG00000101126	ADNP	NM_015339
ENSG00000101126	ADNP	NM_181442
ENSG00000101544	ADNP2	NM_014913
ENSG00000181915	ADO	NM_032804
ENSG00000163485	ADORA1	NM_001048230
ENSG00000163485	ADORA1	NM_000674
ENSG00000128271	ADORA2A	NM_001278497
ENSG00000128271	ADORA2A	NM_001278498
ENSG00000128271	ADORA2A	NM_001278499
ENSG00000128271	ADORA2A	NM_001278500
ENSG00000128271	ADORA2A	NM_000675
ENSG00000170425	ADORA2B	NM_000676
ENSG00000121933	ADORA3	NM_020683
ENSG00000121933	ADORA3	NM_001081976
ENSG00000121933	ADORA3	NM_000677
ENSG00000159322	ADPGK	NM_031284
ENSG00000144843	ADPRH	NM_001125
ENSG00000153531	ADPRHL1	NM_199162
ENSG00000153531	ADPRHL1	NM_138430
ENSG00000116863	ADPRHL2	NM_017825
ENSG00000170222	ADPRM	NM_020233
ENSG00000120907	ADRA1A	NM_033303
ENSG00000120907	ADRA1A	NM_033302
ENSG00000120907	ADRA1A	NM_033304
ENSG00000120907	ADRA1A	NM_000680
ENSG00000170214	ADRA1B	NM_000679
ENSG00000171873	ADRA1D	NM_000678
ENSG00000150594	ADRA2A	NM_000681
ENSG00000222040	ADRA2B	NM_000682
ENSG00000184160	ADRA2C	NM_000683
ENSG00000043591	ADRB1	NM_000684
ENSG00000169252	ADRB2	NM_000024
ENSG00000188778	ADRB3	NM_000025
ENSG00000173020	ADRBK1	NM_001619
ENSG00000100077	ADRBK2	NM_005160
ENSG00000130706	ADRM1	NM_007002
ENSG00000130706	ADRM1	NM_175573
ENSG00000239900	ADSL	NM_000026
ENSG00000239900	ADSL	NM_001123378
ENSG00000035687	ADSS	NM_001126
ENSG00000185100	ADSSL1	NM_152328
ENSG00000185100	ADSSL1	NM_199165
ENSG00000111863	ADTRP	NM_032744
ENSG00000111863	ADTRP	NM_001143948
ENSG00000106624	AEBP1	NM_001129
ENSG00000139154	AEBP2	NM_001114176
ENSG00000139154	AEBP2	NM_153207
ENSG00000139154	AEBP2	NM_001267043
ENSG00000181026	AEN	NM_022767
ENSG00000104964	AES	NM_198969
ENSG00000104964	AES	NM_198970
ENSG00000104964	AES	NM_001130
